variable_name_letters,number,label,variable_name
UUUAABE,2,2 persons aged 65 to 99 years,UUU0014
UUUAABF,2,2 dependent children,UUU0015
UUUAABG,2,2 dependent children aged 0 to 4 years,UUU0016
UUUAABH,2,2 dependent children aged 5 to 9 years,UUU0017
UUUAABI,2,2 dependent children aged 10 to 12 years,UUU0018
UUUAABJ,2,2 dependent children aged 13 to 14 years,UUU0019
UUUAACA,2,2 dependent children aged 15 to 20 years,UUU0020
UUUAACB,2,2 years old,UUU0021
UUUAACC,2,Female;,UUU0022
UUUAACD,2,"Separated, widowed or divorced",UUU0023
UUUAACE,2,Aged 16 to 17 years,UUU0024
UUUAACF,2,United Kingdom,UUU0025
UUUAACG,2,1950 to 1959,UUU0026
UUUAACH,2,Aged 16 to 17 years,UUU0027
UUUAACI,2,United Kingdom,UUU0028
UUUAACJ,2,1950 to 1959,UUU0029
UUUAADA,2,Being purchased,UUU0030
UUUAADB,2,2 dependent children aged 15 years,UUU0031
UUUAADC,2,Terrace house,UUU0032
UUUAADD,2,NLLC business or trust,UUU0033
UUUAADE,2,NLLC business or trust,UUU0034
UUUAADF,2,20-49% government pensions and benefits,UUU0035
UUUAADG,2,2 dependent children aged 16 to 17 years,UUU0036
UUUAADH,2,2 dependent children aged 18 to 20 years,UUU0037
UUUAADI,2,20-49% government pensions and benefits,UUU0038
UUUAAEB,2,Accurate lumpsum,UUU0041
UUUAAED,2,Accurate lumpsum,UUU0043
UUUAAEF,2,Accurate lumpsum,UUU0045
UUUAAEH,2,Accurate lumpsum,UUU0047
UUUAAEJ,2,Accurate lumpsum,UUU0049
UUUAAFA,2,2 bedrooms,UUU0050
UUUAAFC,2,Accurate lumpsum,UUU0052
UUUAAFE,2,Accurate lumpsum,UUU0054
UUUAAFG,2,Accurate lumpsum,UUU0056
UUUAAFI,2,Accurate lumpsum,UUU0058
UUUAAGA,2,Accurate lumpsum,UUU0060
UUUAAGC,2,Accurate lumpsum,UUU0062
UUUAAGE,2,Accurate lumpsum,UUU0064
UUUAAGG,2,Accurate lumpsum,UUU0066
UUUAAGI,2,Accurate lumpsum,UUU0068
UUUAAHA,2,Accurate lumpsum,UUU0070
UUUAAHC,2,Accurate lumpsum,UUU0072
UUUAAHE,2,Accurate lumpsum,UUU0074
UUUAAHG,2,Accurate lumpsum,UUU0076
UUUAAHI,2,Accurate lumpsum,UUU0078
UUUAAIA,2,Accurate lumpsum,UUU0080
UUUAAIC,2,Accurate lumpsum,UUU0082
UUUAAIE,2,Accurate lumpsum,UUU0084
UUUAAIG,2,Accurate lumpsum,UUU0086
UUUAAII,2,Accurate lumpsum,UUU0088
UUUAAJA,2,Accurate lumpsum,UUU0090
UUUAAJC,2,Accurate lumpsum,UUU0092
UUUAAJE,2,Accurate lumpsum,UUU0094
UUUAAJG,2,Accurate lumpsum,UUU0096
UUUAAJI,2,Accurate lumpsum,UUU0098
UUUABAA,2,Accurate lumpsum,UUU0100
UUUABAC,2,Accurate lumpsum,UUU0102
UUUABAE,2,Accurate lumpsum,UUU0104
UUUABAG,2,Accurate lumpsum,UUU0106
UUUABAI,2,Accurate lumpsum,UUU0108
UUUABBA,2,Accurate lumpsum,UUU0110
UUUABBC,2,Accurate lumpsum,UUU0112
UUUABBE,2,Accurate lumpsum,UUU0114
UUUABBG,2,Accurate lumpsum,UUU0116
UUUABBI,2,Accurate lumpsum,UUU0118
UUUABCA,2,Accurate lumpsum,UUU0120
UUUABCC,2,Accurate lumpsum,UUU0122
UUUABCE,2,Accurate lumpsum,UUU0124
UUUABCG,2,Accurate lumpsum,UUU0126
UUUABCI,2,Accurate lumpsum,UUU0128
UUUABDA,2,Accurate lumpsum,UUU0130
UUUABDC,2,Accurate lumpsum,UUU0132
UUUABDE,2,Accurate lumpsum,UUU0134
UUUABDG,2,Accurate lumpsum,UUU0136
UUUABDI,2,Accurate lumpsum,UUU0138
UUUABEA,2,Accurate lumpsum,UUU0140
UUUABEC,2,Accurate lumpsum,UUU0142
UUUABEE,2,Accurate lumpsum,UUU0144
UUUABEG,2,Accurate lumpsum,UUU0146
UUUABEI,2,Accurate lumpsum,UUU0148
UUUABFA,2,Accurate lumpsum,UUU0150
UUUABFC,2,Accurate lumpsum,UUU0152
UUUABFE,2,Accurate lumpsum,UUU0154
UUUABFG,2,Accurate lumpsum,UUU0156
UUUABFI,2,Accurate lumpsum,UUU0158
UUUABFJ,2,Book keeping,UUU0159
UUUABGB,2,Accurate lumpsum,UUU0161
UUUABGD,2,Accurate lumpsum,UUU0163
UUUABGF,2,Accurate lumpsum,UUU0165
UUUABGH,2,Accurate lumpsum,UUU0167
UUUABGJ,2,Accurate lumpsum,UUU0169
UUUABHB,2,Accurate lumpsum,UUU0171
UUUABHD,2,Accurate lumpsum,UUU0173
UUUABHF,2,Accurate lumpsum,UUU0175
UUUABHH,2,Accurate lumpsum,UUU0177
UUUABHJ,2,Accurate lumpsum,UUU0179
UUUABIB,2,Accurate lumpsum,UUU0181
UUUABID,2,Accurate lumpsum,UUU0183
UUUABIF,2,Accurate lumpsum,UUU0185
UUUABIH,2,Accurate lumpsum,UUU0187
UUUABIJ,2,Accurate lumpsum,UUU0189
UUUABJB,2,Accurate lumpsum,UUU0191
UUUABJD,2,Accurate lumpsum,UUU0193
UUUABJF,2,Accurate lumpsum,UUU0195
UUUABJH,2,Accurate lumpsum,UUU0197
PPPAAAD,2,Family no. 2,PPP0003
PPPAAAE,2,Income unit no. 2,PPP0004
PPPAAAF,2,Partner of the income unit head,PPP0005
PPPAAAG,2,"Married couple, husband 65 yrs or more",PPP0006
PPPAAAH,2,Person excluded from period income tables only,PPP0007
PPPAAAI,2,Victoria,PPP0008
PPPAAAJ,2,Married couple with dependent children but no non-dependent children or other relatives,PPP0009
PPPAABA,2,Married or de facto couple only,PPP0010
PPPAABB,2,Visitor to a private dwelling,PPP0011
PPPAABC,2,Terrace house,PPP0012
PPPAABD,2,Being purchased,PPP0013
PPPAABF,2,Accurate lumpsum,PPP0015
PPPAABH,2,Accurate lumpsum,PPP0017
PPPAABJ,2,Accurate lumpsum,PPP0019
PPPAACB,2,Accurate lumpsum,PPP0021
PPPAACC,2,2 bedrooms,PPP0022
PPPAACE,2,Accurate lumpsum,PPP0024
PPPAACF,2,Female;,PPP0025
PPPAACG,2,Aged 16 to 17 years,PPP0026
PPPAACH,2,"Separated, widowed or divorced",PPP0027
PPPAACI,2,Two months,PPP0028
PPPAACJ,2,United Kingdom,PPP0029
PPPAADA,2,1950 to 1959,PPP0030
PPPAADB,2,Spouse of head,PPP0031
PPPAADC,2,Spouse of married couple family,PPP0032
PPPAADD,2,Spouse of married couple income unit,PPP0033
PPPAADE,2,Wife with dependent children,PPP0034
PPPAADF,2,Away for 1 - 12 weeks,PPP0035
PPPAADG,2,Studying full-time,PPP0036
PPPAADH,2,Part-time only,PPP0037
PPPAADI,2,"No qualifications since school, did not complete highest year",PPP0038
PPPAADJ,2,Law,PPP0039
PPPAAEA,2,Under 14 years,PPP0040
PPPAAEB,2,Still at school,PPP0041
PPPAAEC,2,Own business with employees (limited liability) full-time/part-time,PPP0042
PPPAAED,2,Own business with employees (limited liability) full-time/part-time,PPP0043
PPPAAEE,2,Part-time;,PPP0044
PPPAAEF,2,Part-time;,PPP0045
PPPAAEG,2,Worked more than 49 weeks in year. Half or more part-time.,PPP0046
PPPAAEH,2,Mining,PPP0047
PPPAAEI,2,Mining,PPP0048
PPPAAEJ,2,Private,PPP0049
PPPAAFA,2,Private,PPP0050
PPPAAFB,2,Professionals,PPP0051
PPPAAFC,2,Professionals,PPP0052
PPPAAFD,2,Professionals,PPP0053
PPPAAFE,2,10 to 19 hours per week,PPP0054
PPPAAFF,2,10 to 19 hours per week,PPP0055
PPPAAFG,2,10 to 19 hours per week,PPP0056
PPPAAFH,2,10 to 19 hours per week,PPP0057
PPPAAFI,2,10 to 19 hours per week,PPP0058
PPPAAFJ,2,10 to 19 hours per week,PPP0059
PPPAAGA,2,02 weeks,PPP0060
PPPAAGB,2,02 weeks,PPP0061
PPPAAGC,2,02 weeks,PPP0062
PPPAAGD,2,02 weeks,PPP0063
PPPAAGE,2,02 weeks,PPP0064
PPPAAGF,2,02 weeks,PPP0065
PPPAAGG,2,02 weeks,PPP0066
PPPAAGH,2,02 weeks,PPP0067
PPPAAGI,2,Two periods,PPP0068
PPPAAGJ,2,NLLC business or trust,PPP0069
PPPAAHA,2,NLLC business or trust,PPP0070
PPPAAHC,2,Accurate lumpsum,PPP0072
PPPAAHE,2,Accurate lumpsum,PPP0074
PPPAAHG,2,Accurate lumpsum,PPP0076
PPPAAHI,2,Accurate lumpsum,PPP0078
PPPAAIA,2,Accurate lumpsum,PPP0080
PPPAAIC,2,Accurate lumpsum,PPP0082
PPPAAIE,2,Accurate lumpsum,PPP0084
PPPAAIG,2,Accurate lumpsum,PPP0086
PPPAAIH,2,Non limited liability trustee,PPP0087
PPPAAIJ,2,Accurate lumpsum,PPP0089
PPPAAJB,2,Accurate lumpsum,PPP0091
PPPAAJD,2,Accurate lumpsum,PPP0093
PPPAAJF,2,Accurate lumpsum,PPP0095
PPPAAJH,2,Accurate lumpsum,PPP0097
PPPAAJJ,2,Accurate lumpsum,PPP0099
PPPABAB,2,Accurate lumpsum,PPP0101
PPPABAD,2,Accurate lumpsum,PPP0103
PPPABAF,2,Accurate lumpsum,PPP0105
PPPABAH,2,Accurate lumpsum,PPP0107
PPPABAJ,2,Accurate lumpsum,PPP0109
PPPABBB,2,Accurate lumpsum,PPP0111
PPPABBD,2,Accurate lumpsum,PPP0113
PPPABBF,2,Accurate lumpsum,PPP0115
PPPABBH,2,Accurate lumpsum,PPP0117
PPPABBJ,2,Accurate lumpsum,PPP0119
PPPABCB,2,Accurate lumpsum,PPP0121
PPPABCD,2,Accurate lumpsum,PPP0123
PPPABCF,2,Accurate lumpsum,PPP0125
PPPABCH,2,Accurate lumpsum,PPP0127
PPPABCJ,2,Accurate lumpsum,PPP0129
PPPABDB,2,Accurate lumpsum,PPP0131
PPPABDD,2,Accurate lumpsum,PPP0133
PPPABDF,2,Accurate lumpsum,PPP0135
PPPABDH,2,Accurate lumpsum,PPP0137
PPPABDJ,2,Accurate lumpsum,PPP0139
PPPABEB,2,Accurate lumpsum,PPP0141
PPPABED,2,Accurate lumpsum,PPP0143
PPPABEF,2,Accurate lumpsum,PPP0145
PPPABEH,2,Accurate lumpsum,PPP0147
PPPABEJ,2,Accurate lumpsum,PPP0149
PPPABFB,2,Accurate lumpsum,PPP0151
PPPABFD,2,Accurate lumpsum,PPP0153
PPPABFF,2,Accurate lumpsum,PPP0155
PPPABFH,2,Accurate lumpsum,PPP0157
PPPABFJ,2,Accurate lumpsum,PPP0159
PPPABGB,2,Accurate lumpsum,PPP0161
PPPABGD,2,Accurate lumpsum,PPP0163
PPPABGF,2,Accurate lumpsum,PPP0165
PPPABGH,2,Accurate lumpsum,PPP0167
PPPABGJ,2,Accurate lumpsum,PPP0169
PPPABHB,2,Accurate lumpsum,PPP0171
PPPABHC,2,02 weeks,PPP0172
PPPABHD,2,02 weeks,PPP0173
PPPABHE,2,02 weeks,PPP0174
PPPABHF,2,02 weeks,PPP0175
PPPABHG,2,02 weeks,PPP0176
PPPABHH,2,02 weeks,PPP0177
PPPABHI,2,02 weeks,PPP0178
PPPABHJ,2,02 weeks,PPP0179
PPPABIA,2,02 weeks,PPP0180
PPPABIB,2,02 weeks,PPP0181
PPPABIC,2,02 weeks,PPP0182
PPPABID,2,02 weeks,PPP0183
PPPABIE,2,02 weeks,PPP0184
PPPABIF,2,02 weeks,PPP0185
PPPABIG,2,02 weeks,PPP0186
PPPABIH,2,02 weeks,PPP0187
PPPABII,2,02 weeks,PPP0188
PPPABIJ,2,02 weeks,PPP0189
PPPABJA,2,20-49% government pensions and benefits,PPP0190
PPPABJB,2,20-49% government pensions and benefits,PPP0191
PPPABJD,2,Accurate lumpsum,PPP0193
PPPABJF,2,Accurate lumpsum,PPP0195
PPPABJH,2,Accurate lumpsum,PPP0197
PPPABJJ,2,Accurate lumpsum,PPP0199
PPPACAB,2,Accurate lumpsum,PPP0201
PPPACAD,2,Accurate lumpsum,PPP0203
PPPACAF,2,Accurate lumpsum,PPP0205
PPPACAH,2,Accurate lumpsum,PPP0207
PPPACAJ,2,Accurate lumpsum,PPP0209
PPPACBB,2,Accurate lumpsum,PPP0211
PPPACBD,2,Accurate lumpsum,PPP0213
PPPACBE,2,2 LUMPSUM SUPER YEAR REC NA PSN,PPP0214
PPPACBF,2,Employer based scheme - current,PPP0215
PPPACBG,2,Rolled over to deposit or deferred annuity,PPP0216
PPPACBH,2,Book keeping,PPP0217
PPPACBJ,2,Accurate lumpsum,PPP0219
PPPACCB,2,Accurate lumpsum,PPP0221
PPPACCD,2,Accurate lumpsum,PPP0223
PPPACCF,2,Accurate lumpsum,PPP0225
PPPACCH,2,Accurate lumpsum,PPP0227
PPPACCJ,2,Accurate lumpsum,PPP0229
PPPACDB,2,Accurate lumpsum,PPP0231
PPPACDD,2,Accurate lumpsum,PPP0233
PPPACDF,2,Accurate lumpsum,PPP0235
PPPACDH,2,Accurate lumpsum,PPP0237
PPPACDI,2,02 weeks,PPP0238
PPPACEA,2,Accurate lumpsum,PPP0240
PPPACEC,2,Accurate lumpsum,PPP0242
PPPACEE,2,Accurate lumpsum,PPP0244
PPPACEG,2,Accurate lumpsum,PPP0246
PPPACEI,2,Accurate lumpsum,PPP0248
PPPACFA,2,Accurate lumpsum,PPP0250
PPPACFC,2,Accurate lumpsum,PPP0252
UUUAAAC,3,Income unit record;,UUU0002
UUUAAAD,3,Family no. 3,UUU0003
UUUAAAE,3,Income unit no. 3,UUU0004
UUUAAAF,3,One parent (with dependents),UUU0005
UUUAAAG,3,3 persons,UUU0006
UUUAAAH,3,Income unit included in both period and current income tables;,UUU0007
UUUAAAI,3,Family included in both period and current income tables;,UUU0008
UUUAAAJ,3,Household included in both period and current income tables;,UUU0009
UUUAABB,3,Queensland,UUU0011
UUUAABC,3,3 persons aged 0 to 14 years,UUU0012
UUUAABD,3,3 persons aged 15 to 64 years,UUU0013
UUUAABE,3,3 persons aged 65 to 99 years,UUU0014
UUUAABF,3,3 dependent children,UUU0015
UUUAABG,3,3 dependent children aged 0 to 4 years,UUU0016
UUUAABH,3,3 dependent children aged 5 to 9 years,UUU0017
UUUAABI,3,3 dependent children aged 10 to 12 years,UUU0018
UUUAABJ,3,3 dependent children aged 13 to 14 years,UUU0019
UUUAACA,3,3 dependent children aged 15 to 20 years,UUU0020
UUUAACB,3,3 years old,UUU0021
UUUAACD,3,Never married;,UUU0023
UUUAACE,3,Aged 18 to 20 years,UUU0024
UUUAACF,3,Italy,UUU0025
UUUAACG,3,1960 to 1969,UUU0026
UUUAACH,3,Aged 18 to 20 years,UUU0027
UUUAACI,3,Italy,UUU0028
UUUAACJ,3,1960 to 1969,UUU0029
UUUAADA,3,Renting (including rent free),UUU0030
UUUAADB,3,3 dependent children aged 15 years,UUU0031
UUUAADC,3,Low rise flats (2 or 3 storeys),UUU0032
UUUAADD,3,Government pensions and benefits,UUU0033
UUUAADE,3,Government pensions and benefits,UUU0034
UUUAADF,3,50-89% government pensions and benefits,UUU0035
UUUAADG,3,3 dependent children aged 16 to 17 years,UUU0036
UUUAADH,3,3 dependent children aged 18 to 20 years,UUU0037
UUUAADI,3,50-89% government pensions and benefits,UUU0038
UUUAAEB,3,Maximum value,UUU0041
UUUAAED,3,Maximum value,UUU0043
UUUAAEF,3,Maximum value,UUU0045
UUUAAEH,3,Maximum value,UUU0047
UUUAAEJ,3,Maximum value,UUU0049
UUUAAFA,3,3 bedrooms,UUU0050
UUUAAFC,3,Maximum value,UUU0052
UUUAAFE,3,Maximum value,UUU0054
UUUAAFG,3,Maximum value,UUU0056
UUUAAFI,3,Maximum value,UUU0058
UUUAAGA,3,Maximum value,UUU0060
UUUAAGC,3,Maximum value,UUU0062
UUUAAGE,3,Maximum value,UUU0064
UUUAAGG,3,Maximum value,UUU0066
UUUAAGI,3,Maximum value,UUU0068
UUUAAHA,3,Maximum value,UUU0070
UUUAAHC,3,Maximum value,UUU0072
UUUAAHE,3,Maximum value,UUU0074
UUUAAHG,3,Maximum value,UUU0076
UUUAAHI,3,Maximum value,UUU0078
UUUAAIA,3,Maximum value,UUU0080
UUUAAIC,3,Maximum value,UUU0082
UUUAAIE,3,Maximum value,UUU0084
UUUAAIG,3,Maximum value,UUU0086
UUUAAII,3,Maximum value,UUU0088
UUUAAJA,3,Maximum value,UUU0090
UUUAAJC,3,Maximum value,UUU0092
UUUAAJE,3,Maximum value,UUU0094
UUUAAJG,3,Maximum value,UUU0096
UUUAAJI,3,Maximum value,UUU0098
UUUABAA,3,Maximum value,UUU0100
UUUABAC,3,Maximum value,UUU0102
UUUABAE,3,Maximum value,UUU0104
UUUABAG,3,Maximum value,UUU0106
UUUABAI,3,Maximum value,UUU0108
UUUABBA,3,Maximum value,UUU0110
UUUABBC,3,Maximum value,UUU0112
UUUABBE,3,Maximum value,UUU0114
UUUABBG,3,Maximum value,UUU0116
UUUABBI,3,Maximum value,UUU0118
UUUABCA,3,Maximum value,UUU0120
UUUABCC,3,Maximum value,UUU0122
UUUABCE,3,Maximum value,UUU0124
UUUABCG,3,Maximum value,UUU0126
UUUABCI,3,Maximum value,UUU0128
UUUABDA,3,Maximum value,UUU0130
UUUABDC,3,Maximum value,UUU0132
UUUABDE,3,Maximum value,UUU0134
UUUABDG,3,Maximum value,UUU0136
UUUABDI,3,Maximum value,UUU0138
UUUABEA,3,Maximum value,UUU0140
UUUABEC,3,Maximum value,UUU0142
UUUABEE,3,Maximum value,UUU0144
UUUABEG,3,Maximum value,UUU0146
UUUABEI,3,Maximum value,UUU0148
UUUABFA,3,Maximum value,UUU0150
UUUABFC,3,Maximum value,UUU0152
UUUABFE,3,Maximum value,UUU0154
UUUABFG,3,Maximum value,UUU0156
UUUABFI,3,Maximum value,UUU0158
UUUABFJ,3,Child care,UUU0159
UUUABGB,3,Maximum value,UUU0161
UUUABGD,3,Maximum value,UUU0163
UUUABGF,3,Maximum value,UUU0165
UUUABGH,3,Maximum value,UUU0167
UUUABGJ,3,Maximum value,UUU0169
UUUABHB,3,Maximum value,UUU0171
UUUABHD,3,Maximum value,UUU0173
UUUABHF,3,Maximum value,UUU0175
UUUABHH,3,Maximum value,UUU0177
UUUABHJ,3,Maximum value,UUU0179
UUUABIB,3,Maximum value,UUU0181
UUUABID,3,Maximum value,UUU0183
UUUABIF,3,Maximum value,UUU0185
UUUABIH,3,Maximum value,UUU0187
UUUABIJ,3,Maximum value,UUU0189
UUUABJB,3,Maximum value,UUU0191
UUUABJD,3,Maximum value,UUU0193
UUUABJF,3,Maximum value,UUU0195
UUUABJH,3,Maximum value,UUU0197
PPPAAAD,3,Family no. 3,PPP0003
PPPAAAE,3,Income unit no. 3,PPP0004
PPPAAAF,3,Person 3,PPP0005
PPPAAAG,3,"One parent, female head",PPP0006
PPPAAAH,3,Person included in both period and current income tables;,PPP0007
PPPAAAI,3,Queensland,PPP0008
PPPAAAJ,3,"Married couple with no dependent children but with non-dependent children, and no other relatives",PPP0009
PPPAABA,3,Married or de facto couple with only their unmarried children over 14 years,PPP0010
PPPAABB,3,"Resident of a special dwelling, other than institutionalised person or boarding school pupil;",PPP0011
PPPAABC,3,Low rise flats 2 or 3 storeys,PPP0012
PPPAABD,3,Renting (including rent free),PPP0013
PPPAABF,3,Maximum value,PPP0015
PPPAABH,3,Maximum value,PPP0017
PPPAABJ,3,Maximum value,PPP0019
PPPAACB,3,Maximum value,PPP0021
PPPAACC,3,3 bedrooms,PPP0022
PPPAACE,3,Maximum value,PPP0024
PPPAACG,3,Aged 18 to 20 years,PPP0026
PPPAACH,3,Never married;,PPP0027
PPPAACI,3,Three months,PPP0028
PPPAACJ,3,Italy,PPP0029
PPPAADA,3,1960 to 1969,PPP0030
PPPAADB,3,Dependent child of head,PPP0031
PPPAADC,3,Dependent child of the head,PPP0032
PPPAADD,3,Dependent child of the head,PPP0033
PPPAADE,3,Husband without dependent children,PPP0034
PPPAADF,3,Away for 13 - 25 weeks,PPP0035
PPPAADG,3,Studying part-time,PPP0036
PPPAADH,3,Correspondence only,PPP0037
PPPAADI,3,Completed highest year secondary,PPP0038
PPPAADJ,3,Education,PPP0039
PPPAAEA,3,14 years,PPP0040
PPPAAEB,3,Studying full time,PPP0041
PPPAAEC,3,Own business without employees (limited liability) full-time/part-time,PPP0042
PPPAAED,3,Own business without employees (limited liability) full-time/part-time,PPP0043
PPPAAEG,3,Worked up to 49 weeks in year. Less than half part-time.,PPP0046
PPPAAEH,3,Manufacturing,PPP0047
PPPAAEI,3,Manufacturing,PPP0048
PPPAAFB,3,Para-professionals,PPP0051
PPPAAFC,3,Para-professionals,PPP0052
PPPAAFD,3,Para-professionals,PPP0053
PPPAAFE,3,20 to 24 hours per week,PPP0054
PPPAAFF,3,20 to 24 hours per week,PPP0055
PPPAAFG,3,20 hours per week or more;,PPP0056
PPPAAFH,3,20 to 24 hours per week,PPP0057
PPPAAFI,3,20 to 34 hours per week,PPP0058
PPPAAFJ,3,20 to 24 hours per week,PPP0059
PPPAAGA,3,03 weeks,PPP0060
PPPAAGB,3,03 weeks,PPP0061
PPPAAGC,3,03 weeks,PPP0062
PPPAAGD,3,03 weeks,PPP0063
PPPAAGE,3,03 weeks,PPP0064
PPPAAGF,3,03 weeks,PPP0065
PPPAAGG,3,03 weeks,PPP0066
PPPAAGH,3,03 weeks,PPP0067
PPPAAGI,3,Three periods,PPP0068
PPPAAGJ,3,Government pensions and benefits,PPP0069
PPPAAHA,3,Government pensions and benefitss,PPP0070
PPPAAHC,3,Maximum value,PPP0072
PPPAAHE,3,Maximum value,PPP0074
PPPAAHG,3,Maximum value,PPP0076
PPPAAHI,3,Maximum value,PPP0078
PPPAAIA,3,Maximum value,PPP0080
PPPAAIC,3,Maximum value,PPP0082
PPPAAIE,3,Maximum value,PPP0084
PPPAAIG,3,Maximum value,PPP0086
PPPAAIH,3,Both limited trustee and non- limited trustee;,PPP0087
PPPAAIJ,3,Maximum value,PPP0089
PPPAAJB,3,Maximum value,PPP0091
PPPAAJD,3,Maximum value,PPP0093
PPPAAJF,3,Maximum value,PPP0095
PPPAAJH,3,Maximum value,PPP0097
PPPAAJJ,3,Maximum value,PPP0099
PPPABAB,3,Maximum value,PPP0101
PPPABAD,3,Maximum value,PPP0103
PPPABAF,3,Maximum value,PPP0105
PPPABAH,3,Maximum value,PPP0107
PPPABAJ,3,Maximum value,PPP0109
PPPABBB,3,Maximum value,PPP0111
PPPABBD,3,Maximum value,PPP0113
PPPABBF,3,Maximum value,PPP0115
PPPABBH,3,Maximum value,PPP0117
PPPABBJ,3,Maximum value,PPP0119
PPPABCB,3,Maximum value,PPP0121
PPPABCD,3,Maximum value,PPP0123
PPPABCF,3,Maximum value,PPP0125
PPPABCH,3,Maximum value,PPP0127
PPPABCJ,3,Maximum value,PPP0129
PPPABDB,3,Maximum value,PPP0131
PPPABDD,3,Maximum value,PPP0133
PPPABDF,3,Maximum value,PPP0135
PPPABDH,3,Maximum value,PPP0137
PPPABDJ,3,Maximum value,PPP0139
PPPABEB,3,Maximum value,PPP0141
PPPABED,3,Maximum value,PPP0143
PPPABEF,3,Maximum value,PPP0145
PPPABEH,3,Maximum value,PPP0147
PPPABEJ,3,Maximum value,PPP0149
PPPABFB,3,Maximum value,PPP0151
PPPABFD,3,Maximum value,PPP0153
PPPABFF,3,Maximum value,PPP0155
PPPABFH,3,Maximum value,PPP0157
PPPABFJ,3,Maximum value,PPP0159
PPPABGB,3,Maximum value,PPP0161
PPPABGD,3,Maximum value,PPP0163
PPPABGF,3,Maximum value,PPP0165
PPPABGH,3,Maximum value,PPP0167
PPPABGJ,3,Maximum value,PPP0169
PPPABHB,3,Maximum value,PPP0171
PPPABHC,3,03 weeks,PPP0172
PPPABHD,3,03 weeks,PPP0173
PPPABHE,3,03 weeks,PPP0174
PPPABHF,3,03 weeks,PPP0175
PPPABHG,3,03 weeks,PPP0176
PPPABHH,3,03 weeks,PPP0177
PPPABHI,3,03 weeks,PPP0178
PPPABHJ,3,03 weeks,PPP0179
PPPABIA,3,03 weeks,PPP0180
PPPABIB,3,03 weeks,PPP0181
PPPABIC,3,03 weeks,PPP0182
PPPABID,3,03 weeks,PPP0183
PPPABIE,3,03 weeks,PPP0184
PPPABIF,3,03 weeks,PPP0185
PPPABIG,3,03 weeks,PPP0186
PPPABIH,3,03 weeks,PPP0187
PPPABII,3,03 weeks,PPP0188
PPPABIJ,3,03 weeks,PPP0189
PPPABJA,3,50-89% government pensions and benefits,PPP0190
PPPABJB,3,50-89% government pensions and benefits,PPP0191
PPPABJD,3,Maximum value,PPP0193
PPPABJF,3,Maximum value,PPP0195
PPPABJH,3,Maximum value,PPP0197
PPPABJJ,3,Maximum value,PPP0199
PPPACAB,3,Maximum value,PPP0201
PPPACAD,3,Maximum value,PPP0203
PPPACAF,3,Maximum value,PPP0205
PPPACAH,3,Maximum value,PPP0207
PPPACAJ,3,Maximum value,PPP0209
PPPACBB,3,Maximum value,PPP0211
PPPACBD,3,Maximum value,PPP0213
PPPACBE,3,3 LUMPSUM SUPER YEAR REC NA PSN,PPP0214
PPPACBF,3,Union based scheme - current,PPP0215
PPPACBG,3,Transferred and rolled over,PPP0216
PPPACBH,3,Child care,PPP0217
PPPACBJ,3,Maximum value,PPP0219
PPPACCB,3,Maximum value,PPP0221
PPPACCD,3,Maximum value,PPP0223
PPPACCF,3,Maximum value,PPP0225
PPPACCH,3,Maximum value,PPP0227
PPPACCJ,3,Maximum value,PPP0229
PPPACDB,3,Maximum value,PPP0231
PPPACDD,3,Maximum value,PPP0233
PPPACDF,3,Maximum value,PPP0235
PPPACDH,3,Maximum value,PPP0237
PPPACDI,3,03 weeks,PPP0238
PPPACEA,3,Maximum value,PPP0240
PPPACEC,3,Maximum value,PPP0242
PPPACEE,3,Maximum value,PPP0244
PPPACEG,3,Maximum value,PPP0246
PPPACEI,3,Maximum value,PPP0248
PPPACFA,3,Maximum value,PPP0250
PPPACFC,3,Maximum value,PPP0252
UUUAAAD,4,Family no. 4,UUU0003
UUUAAAE,4,Income unit no. 4,UUU0004
UUUAAAF,4,One person;,UUU0005
UUUAAAG,4,4 persons,UUU0006
UUUAABB,4,South Australia,UUU0011
UUUAABC,4,4 or more persons aged 0 to 14 years;,UUU0012
UUUAABD,4,4 or more persons aged 15 to 64 years;,UUU0013
UUUAABE,4,4 or more persons aged 65 to 99 years;,UUU0014
UUUAABF,4,4 dependent children,UUU0015
UUUAABG,4,4 or more dependent children aged 0 to 4 years;,UUU0016
UUUAABH,4,4 or more dependent children aged 5 to 9 years;,UUU0017
UUUAABI,4,4 or more dependent children aged 10 to 12 years;,UUU0018
UUUAABJ,4,4 or more dependent children aged 13 to 14 years;,UUU0019
UUUAACA,4,4 or more dependent children aged 15 to 20 years;,UUU0020
UUUAACB,4,4 years old,UUU0021
UUUAACE,4,Aged 21 to 24 years,UUU0024
UUUAACF,4,Other Europe,UUU0025
UUUAACG,4,1970 to 1979,UUU0026
UUUAACH,4,Aged 21 to 24 years,UUU0027
UUUAACI,4,Other Europe,UUU0028
UUUAACJ,4,1970 to 1979,UUU0029
UUUAADA,4,Board/lodge,UUU0030
UUUAADB,4,4 or more dependent children aged 15 years;,UUU0031
UUUAADC,4,High rise flats (4 or more storeys),UUU0032
UUUAADD,4,Superannuation,UUU0033
UUUAADE,4,Superannuation,UUU0034
UUUAADF,4,90-99% government pensions and benefits,UUU0035
UUUAADG,4,4 or more dependent children aged 16 to 17 years;,UUU0036
UUUAADH,4,4 or more dependent children aged 18 to 20 years;,UUU0037
